Артикул;Наименование;ЦенаСоСкидкой;Цена;Скидка;ОстатокНаСкладе
1864;1864 GIPFEL Форма для жаркого и выпечки прямоугольная 35x26 см с антипригарным п;4 090;6297;35;2
1867;1867 GIPFEL Форма для выпечки LUNA 26,8x23,0x5,0см квадратная с антипригарным покрытием Whitford. Цв;2 590;3984;35;1
1870;1870 GIPFEL Форма для выпечки 6 кексов LUNA 31,5x19,5x3,5см с антипригарным покрытием Whitford. Цвет;2 730;4198;35;1
1872;1872 GIPFEL Форма для выпечки MARBLE 27,5x14,0x7,0см прямоугольная с антипригарным мраморным покрыти;2 210;3399;35;3
1873;1873 GIPFEL Форма для выпечки MARBLE разъемная 24,0x24,0x7,0см круглая с антипригарным мраморным пок;3 100;4427;30;24
1874;1874 GIPFEL Форма для выпечки MARBLE 22,5x22,5x4,5см квадратная с антипригарным мраморным покрытием.;2 210;3399;35;6
1875;1875 GIPFEL Форма для выпечки MARBLE 24,0x24,0x4,5см круглая с антипригарным мраморным покрытием. Ма;2 210;3399;35;4
1876;1876 GIPFEL Форма для выпечки MARBLE 28,0x28,0x3,5см круглая с антипригарным мраморным покрытием. Ма;2 150;3313;35;3
1878;1878 GIPFEL Форма для пиццы MARBLE 34,0x34,0x1,8см круглая с антипригарным мраморным покрытием. Мате;2 150;3313;35;6
1879;1879 GIPFEL Форма для выпечки OXFORD 20х7см круглая. Материал: углеродистая стал;2 330;3327;30;12
1880;1880 GIPFEL Форма для выпечки OXFORD 24х7см круглая. Материал: углеродистая стал;2 460;3513;30;36
1881;1881  GIPFEL Форма для запекания прямоугольная  с  антиприг покр.;3 680;5655;35;32
1882;1882 GIPFEL Форма для жаркого и выпечки APOLLO прямоугольная  28,3x14,5x5,7 см с;3 000;4612;35;86
1883;1883 GIPFEL Форма для выпечки 6 маленьких кексов,антиприг.покр.;3 970;6112;35;18
1884;1884 GIPFEL Форма для выпечки круглая  26,5 см,силикон.ручки;3 120;4798;35;140
1886;1886 GIPFEL Форма для выпечки OVEN 27,8x17,7x7,2см прямоугольная с антипригарным покрытием Whitford.;3 470;5341;35;8
1887;1887 GIPFEL Форма для выпечки OVEN 27,2x27,2x6,0см круглая с антипригарным покрытием Whitford. Цвет:;3 110;4784;35;7
1888;1888 GIPFEL Форма для выпечки OVEN 42,0x33,0x7,5см овальная с антипригарным покрытием Whitford. Цвет;4 950;7611;35;7
1889;1889 GIPFEL Форма для выпечки OVEN 25,3x25,3x5,0см квадратная с антипригарным покрытием Whitford. Цв;3 100;4770;35;9
1890;1890 GIPFEL Форма для выпечки OVEN 29,5x25,5x6,6см прямоугольная с антипригарным покрытием Whitford.;3 250;4998;35;9
1891;1891 GIPFEL Форма для выпечки OVEN 38,0x27,5x6,4см прямоугольная с антипригарным покрытием Whitford.;3 470;5341;35;7
1892;1892 GIPFEL Форма для выпечки OVEN 27,8x17,7x7,2см прямоугольная с антипригарным покрытием Whitford.;3 400;5226;35;8
1893;1893 GIPFEL Форма для выпечки OVEN 27,2x27,2x6,0см круглая с антипригарным покрытием Whitford. Цвет:;3 100;4770;35;9
1894;1894 GIPFEL Форма для выпечки OVEN 42,0x33,0x7,5см овальная с антипригарным покрытием Whitford. Цвет;4 950;7611;35;8
1895;1895 GIPFEL Форма для выпечки OVEN 25,3x25,3x5,0см квадратная с антипригарным покрытием Whitford. Цв;3 090;4755;35;6
1896;1896 GIPFEL Форма для выпечки OVEN 29,5x25,5x6,6см прямоугольная с антипригарным покрытием Whitford.;3 250;4998;35;9
1897;1897 GIPFEL Форма для выпечки OVEN 38,0x27,5x6,4см прямоугольная с антипригарным покрытием Whitford.;3 470;5341;35;7
1898;1898 GIPFEL Форма для выпечки OXFORD 21х20х8см в форме сердца. Материал: углерод;3 320;4741;30;24
1899;1899 GIPFEL Форма для выпечки OXFORD 26х24х8см в форме сердца. Материал: углерод;4 200;5998;30;24
1900;1900 GIPFEL Форма для выпечки OXFORD 12х10см в форме цилиндра. Материал: углерод;2 100;2999;30;24
1903;1903 GIPFEL Набор для приготовления шоколадного фондю MINOR  8 пр. 15*13 см;5 680;8739;35;28
1904;1904 GIPFEL Набор для приготовления шоколадного фондю MINOR 8 пр. 15*13 см;5 680;8739;35;22
1905;1905 GIPFEL Набор для приготовления шоколадного фондю MINOR 8 пр. (керамическа;5 680;8739;35;13
1906;1906 GIPFEL Набор для приготовления шоколадного фондю MINOR 7 пр. 11,5*14 см;5 400;8311;35;13
1907;1907 GIPFEL Набор для приготовления шоколадного фондю MINOR 7 пр. (керамическа;5 400;8311;35;6
1908;1908 GIPFEL Набор для приготовления шоколадного фондю MINOR 7 пр. 11,5*14 см;5 400;8311;35;7
1909;1909 GIPFEL Набор для приготовления шоколадного фондю  5 пр. (керамический);3 900;5998;35;23
1929;1929 GIPFEL Фондю 10 пр. Artemis (чугунная кастрюля);15 700;24147;35;2
1930;1930 GIPFEL Фондю 10 пр. Clymene (чугунная кастрюля со стеклянной крышкой);16 230;24961;35;3
1945;1945 GIPFEL Набор для приготовления фондю LOSNA 10 пр.;12 360;19021;35;5
1946;1946 GIPFEL Набор для приготовления фондю MELETE 11 пр. (чугунная кастрюля с син;17 640;27132;35;51
1948;1948 GIPFEL Набор для приготовления фондю VESUV 10 пр. (чугунная кастрюля);12 940;19906;35;7
1949;1949 GIPFEL Набор для приготовления фондю VEGA 11 пр./2,6 л  (стальная кастрюля,;31 230;48052;35;27
1950;1950 GIPFEL Фондю 10 пр.19х9,5см чугун;19 920;30645;35;18
1960;1960 GIPFEL Фондю 23 пр. Alcmene;32 000;49223;35;7
1978;1978 GIPFEL Набор для приготовления шоколадного фондю TATLI 12х12х8см/500 7 пр. (керамическая плошка;3 830;5898;35;1
1979;1979 GIPFEL Набор для фондю из шоколада 300 мл. 4 вилки+1 чаша керамогранит;5 250;8082;35;18
1980;1980 GIPFEL Фондю для сыра MINOR 12 пр.  (керамика);12 210;18778;35;6
1986;1986 GIPFEL Фондю 10 пр.17,5х9,5см чугун покрытый эмалью;20 400;31387;35;22
1987;1987 GIPFEL Фондю 10 пр.16,5х9,5см чугун покрытый эмалью;18 810;28931;35;13
1999;1999 GIPFEL Набор для приготовления шок. фондю GLORIA 7 пр. (керамическая плошка;5 760;8854;35;1
2001;2001 GIPFEL Чайник электрический с подсветкой для кипячения воды BLACK;25 010;38470;35;65
2002;2002 GIPFEL Чайник электрический для кипячения воды WHITE;25 010;38470;35;43
2003;2003 GIPFEL Шоколадная Машина Фонтана 16х28см;17 800;27389;35;23
2003-S;2003-S STAHLBERG Шоколадная Машина Фонтана 16х28см;16 410;25247;35;1
2004;2004 GIPFEL Чайник электрический 1,8л. Материал: нерж.сталь 18/10, пластик.;;18610;;24
2004-S;2004-S STAHLBERG Шоколадная Машина Фонтана 25х55см;32 880;50580;35;3
2005-S;2005-S STAHLBERG Чайник электрический для кипячения воды 1 л;11 630;17893;35;4
2006-S;2006-S STAHLBERG Чайник электрический для кипячения воды 1,2 л BLACK;11 630;17893;35;3
2007-S;2007-S STAHLBERG Чайник электрический для кипячения воды 2 л BLACK;12 980;19963;35;4
2008-S;2008-S STAHLBERG  Мини-Пылесос с подзарядкой;20 340;31287;35;11
2009;2009 GIPFEL Мини-Пылесос с подзарядкой;20 340;31287;35;12
2011;2011 GIPFEL Аэрогриль LURA 39х33,5х32 см.;30 160;46396;35;2
2012;"2012 GIPFEL Настенные часы электрические ""Сковорода"" цвет красный";3 020;4641;35;12
2013;"2013 GIPFEL Настенные часы электрические ""Сковорода"" цвет оранжевый";3 020;4641;35;6
2014;"2014 GIPFEL Настенные часы электрические ""Сковорода"" цвет синий";3 020;4641;35;4
2015;2015 GIPFEL Часы настенные BERND, диаметр 30см. Материал: нерж.сталь, стекло. Цв;6 750;9639;30;20
2016;2016 GIPFEL Часы настенные KLEMENS, диаметр 40см. Материал: нерж.сталь, стекло. Цвет рамки: стальной;10 930;15608;30;20
2030;2030 GIPFEL Штопор AMOUR 16см. Материал: цинковый сплав, soft touch. Цвет ручки:;3 740;5341;30;48
2033;2033 GIPFEL Пресс для чеснока AMOUR 16см. Материал: цинковый сплав, soft touch.;3 300;4712;30;48
2034;2034 GIPFEL Овощечистка AMOUR 15см. Материал: цинковый сплав, soft touch. Цвет р;1 980;2827;30;48
2037;2037 GIPFEL Овощечистка AMOUR 17см. Материал: цинковый сплав, soft touch. Цвет р;1 980;2827;30;48
2038;2038 GIPFEL Молоток-тендерайзер AMOUR 21см. Материал: цинковый сплав, soft touch;4 280;6112;30;36
2044;2044 GIPFEL Венчик ECO 30см Материал: Нержавеющая сталь SS201, силикон, бамбук;1 560;2228;30;48
2045;2045 GIPFEL Шумовка ECO 35х8см Материал: Нержавеющая сталь SS430, силикон, нейло;1 560;2228;30;72
2046;2046 GIPFEL Ложка с прорезями ECO 34х7см Материал: Нержавеющая сталь SS430, сили;1 560;2228;30;72
2047;2047 GIPFEL Ложка ECO 34х7см Материал: Нержавеющая сталь SS430, силикон, нейлон;1 560;2228;30;72
2048;2048 GIPFEL Половник ECO 31,5х8,5см Материал: Нержавеющая сталь SS430, силикон,;1 560;2228;30;72
2049;2049 GIPFEL Лопатка с прорезями ECO 35х8,5см Материал: Нержавеющая сталь SS430,;1 560;2228;30;72
2050;2050 GIPFEL Шумовка (скиммер) OMEGA 36 см (нерж. сталь, нейлон);2 540;3913;35;27
2051;2051 GIPFEL Ложка для спагетти OMEGA 33 см (нерж. сталь, нейлон);2 210;3399;35;51
2052;2052 GIPFEL Ложка  OMEGA 32 см (нерж. сталь, нейлон);2 210;3399;35;32
2053;2053 GIPFEL Половник  OMEGA 31 см (нерж. сталь, нейлон);2 540;3913;35;5
2054;2054 GIPFEL Лопатка  OMEGA 33,5 см (нерж. сталь, нейлон);2 280;3513;35;39
2055;2055 GIPFEL Ложка с прорезями  OMEGA 33 см (нерж. сталь, нейлон);2 210;3399;35;44
2056;2056 GIPFEL Толкушка  OMEGA 29 см (нерж. сталь, нейлон);2 210;3399;35;29
2057;2057 GIPFEL Вилка  OMEGA 32,5 см (нерж. сталь, нейлон);1 940;2985;35;45
2058;2058 GIPFEL Лопатка с прорезями  COMET 34,5 см (нерж. сталь, нейлон);3 280;5041;35;44
2059;2059 GIPFEL Половник  COMET 32 см (нерж. сталь, нейлон);4 800;7383;35;9
2060;2060 GIPFEL Ложка с прорезями  COMET 33.5 см (нерж. сталь, нейлон);3 470;5341;35;48
